flow_key,name,categories,unit,cleaned_name,molecular_formula,molecular_weight,CF1,composition,grade_fraction,grade_source
"('ecoinvent-3.12-biosphere', 'c902f7b3-c8c7-556d-b028-5ce9348a2f5f')",Cyhexatin,"('air', 'non-urban air or from high stacks')",kilogram,Cyhexatin,C18H34OSn,385.2,4.08907734516262e-14,"{'C': 0.5612616822429907, 'H': 0.08897196261682243, 'O': 0.041534267912772586, 'Sn': 0.3081775700934579}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'dcedc211-8daa-49ac-82a9-ce60a22d9b43')",Phosphorus trichloride,"('air',)",kilogram,Phosphorus trichloride,Cl3P,137.33,3.828246168703231e-15,"{'Cl': 0.7744775358625209, 'P': 0.2255443093278963}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'f95c464f-8a5f-5a07-a0d2-1c3fee86351e')",Aphidan,"('soil', 'agricultural')",kilogram,Aphidan,C9H21O3PS3,304.4,1.7271125044284323e-15,"{'C': 0.3551215505913272, 'H': 0.06954007884362681, 'O': 0.1576773981603154, 'P': 0.10175427069645204, 'S': 0.31601511169513796}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '6dec0bb5-a22e-5963-949e-47f8bf2f40b3')",Disodium phosphonate,"('soil',)",kilogram,Disodium phosphonate,Na2O3P+,124.952,4.2074800431206764e-15,"{'Na': 0.3679813048210513, 'O': 0.3841235034253153, 'P': 0.2478871886804533}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'b945ca72-c3dd-5914-8100-2e3ca50ceb88')",Propaphos,"('water', 'surface water')",kilogram,Propaphos,C13H21O4PS,304.34,1.7274530010777906e-15,"{'C': 0.513054478543734, 'H': 0.06955378852599067, 'O': 0.210277978576592, 'P': 0.10177433133994875, 'S': 0.10535913780640074}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '5eda6b25-3a42-529a-b40e-9482a00b4c01')",Dicrotophos,"('air',)",kilogram,Dicrotophos,C8H16NO5P,237.19,2.216505950284644e-15,"{'C': 0.40510982756439984, 'H': 0.06799612125300392, 'N': 0.05905392301530418, 'O': 0.3372612673384207, 'P': 0.1305872928875585}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '2e3bcbf4-e112-55b9-a94d-e2aa5c817d36')",Temephos,"('water', 'surface water')",kilogram,Temephos,C16H20O6P2S3,466.5,2.2539466081372553e-15,"{'C': 0.41195284030010715, 'H': 0.04321543408360129, 'O': 0.2057749196141479, 'P': 0.13279314040728832, 'S': 0.20620578778135046}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'ccb4d06a-b065-5d9d-b93f-6cc5597a68db')",Triazophos,"('soil', 'forestry')",kilogram,Triazophos,C12H16N3O3PS,313.31,1.6779963816923008e-15,"{'C': 0.4600300022342089, 'H': 0.05147617375762025, 'N': 0.13411956209504963, 'O': 0.153193322907025, 'P': 0.09886055344546935, 'S': 0.10234272764993137}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '81b3321a-c9d8-4104-a974-5460f1bc5029')",Chromium VI,"('water', 'ocean')",kilogram,Chromium,Cr,51.996,3.1278613038877847e-13,{'Cr': 1.0},1.0,dissipation
"('ecoinvent-3.12-biosphere', 'fe97afdf-4a4e-50bf-8b42-82553aeddd5b')",Merphos,"('air',)",kilogram,Merphos,C12H27PS3,298.5,1.7612497365092621e-15,"{'C': 0.48285427135678394, 'H': 0.09117587939698493, 'P': 0.10376549413735343, 'S': 0.32226130653266327}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'b726719c-189e-5998-bd70-899bf20a327f')",Demeton,"('soil', 'forestry')",kilogram,Demeton,C16H38O6P2S4,516.7,2.0349643752584275e-15,"{'C': 0.37192955293206886, 'H': 0.07413199148442036, 'O': 0.18578285271917938, 'P': 0.1198916198954906, 'S': 0.24822914650667696}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '087104ee-c665-597b-a2d6-3ceae0118b0d')",Diazinon,"('air', 'non-urban air or from high stacks')",kilogram,Diazinon,C12H21N2O3PS,304.35,1.7273962423131748e-15,"{'C': 0.4735731887629374, 'H': 0.06955150320354854, 'N': 0.09204534253326761, 'O': 0.15770330211927056, 'P': 0.10177098735009035, 'S': 0.10535567603088548}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'e8fc62ba-678e-4706-97d2-b79d83e227d5')",Nickel II,"('air', 'non-urban air or from high stacks')",kilogram,Nickel,Ni,58.693,9.066741688482605e-14,{'Ni': 1.0},1.0,dissipation
"('ecoinvent-3.12-biosphere', '57d8084d-08e2-4212-9abf-3f051bee142e')",Tebupirimfos,"('soil', 'agricultural')",kilogram,Tebupirimfos,C13H23N2O3PS,318.37,1.6513272178534873e-15,"{'C': 0.4904450796243365, 'H': 0.07282093162044162, 'N': 0.08799195904136696, 'O': 0.15075855137104627, 'P': 0.09728931746081602, 'S': 0.10071614787825485}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'd03c1854-4c19-5e04-b5d0-10929e94397b')",Parathion,"('soil',)",kilogram,Parathion,C10H14NO5PS,291.26,1.8050300293483994e-15,"{'C': 0.41238069079173245, 'H': 0.04845155531140562, 'N': 0.04809105266771956, 'O': 0.2746515141111035, 'P': 0.10634484652887455, 'S': 0.1100906406646982}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '2eded61f-0253-5af0-a143-b1d80ee0932c')","p,p'-DDD","('soil', 'forestry')",kilogram,p,P,30.973762,1.6973366253890836e-14,{'P': 1.0},1.0,dissipation
"('ecoinvent-3.12-biosphere', '05c7442d-72c8-5152-a2ca-4ad0399dd15a')",Iprobenfos,"('soil', 'forestry')",kilogram,Iprobenfos,C13H21O3PS,288.34,1.823309448387372e-15,"{'C': 0.5415238954012624, 'H': 0.07341333148366512, 'O': 0.16645973503502812, 'P': 0.10742179371575225, 'S': 0.11120552125962406}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '33627701-feca-434d-a192-674a450eaaf7')",Cobalt II,"('water',)",kilogram,Cobalt,Co,58.93319,1.9447495148453946e-12,{'Co': 1.0},1.0,dissipation
"('ecoinvent-3.12-biosphere', '4569494e-085e-413a-8fef-63a3c419e0cf')",Lithium I,"('water', 'ground-')",kilogram,Lithium,Li,7.0,1.5184934529957733e-13,{'Li': 1.0},1.0,dissipation
"('ecoinvent-3.12-biosphere', 'e60b6fbf-0db7-5aa5-8e2b-4b6e1ab521a8')",Tolclofos-methyl,"('soil',)",kilogram,Tolclofos-methyl,C9H11Cl2O3PS,301.13,1.7458673873344228e-15,"{'C': 0.3589778500979643, 'H': 0.03682130641251287, 'Cl': 0.23546640985620831, 'O': 0.15938963238468437, 'P': 0.10285923023278983, 'S': 0.10648225019094743}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '9ad73789-20e5-50ac-8bd9-0d43cb9d222b')",Fonofos,"('air', 'non-urban air or from high stacks')",kilogram,Fonofos,C10H15OPS2,246.3,2.134523127681749e-15,"{'C': 0.48765732846122606, 'H': 0.06138855054811206, 'O': 0.06495736906211937, 'P': 0.12575720665854648, 'S': 0.2603735282176208}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '297c2254-3746-563d-a0e7-c5e83c03fcb4')",Cyanophos,"('soil', 'forestry')",kilogram,Cyanophos,C9H10NO3PS,243.22,2.161553516766774e-15,"{'C': 0.44444946961598547, 'H': 0.041443960200641394, 'N': 0.05758983636214127, 'O': 0.19733985691966122, 'P': 0.1273497245292328, 'S': 0.13183537538031412}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'bfed5920-1a08-50b0-8eb7-5379b7cf16df')",Phosalone,"('water',)",kilogram,Phosalone,C12H15ClNO4PS2,367.8,1.429399255976114e-15,"{'C': 0.39187601957585644, 'H': 0.04110929853181077, 'Cl': 0.0963920609026645, 'N': 0.0380831973898858, 'O': 0.17399673735725937, 'P': 0.0842142468733007, 'S': 0.17436106579662858}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '41c1ef15-c24b-5baf-bb74-831e0f01d83d')",Fosetyl-Al,"('soil',)",kilogram,Fosetyl-Al,C6H15AlO9P3+3,351.08,9.428415133402684e-15,"{'C': 0.20526945425544038, 'H': 0.04306710721203145, 'Al': 0.07685427822718469, 'O': 0.4101372906460067, 'P': 0.2646747180129885}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '2c22ab2c-af4d-50ef-a130-e7f364c80f96')",Ferbam,"('soil', 'forestry')",kilogram,Ferbam,C9H18FeN3S6,416.5,1.293247625744822e-15,"{'C': 0.2595414165666266, 'H': 0.04356302521008403, 'Fe': 0.13408163265306122, 'N': 0.100890756302521, 'S': 0.46192076830732287}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'e27cd09b-b06e-5aec-9886-49d1cdad1e77')",Ethephon,"('air',)",kilogram,Ethephon,C2H6ClO3P,144.49,3.638542780455497e-15,"{'C': 0.16625371998062147, 'H': 0.04185756799778531, 'Cl': 0.245366461346806, 'O': 0.33218215793480516, 'P': 0.2143677763167001}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '748f22a9-eba4-4726-bef5-92c7442ce189')",Zinc II,"('air', 'urban air close to ground')",kilogram,Zinc,Zn,65.4,1.0836576745711442e-13,{'Zn': 1.0},1.0,dissipation
"('ecoinvent-3.12-biosphere', '674ec857-6fd7-5084-a286-c8560aa130f2')",Thionazin,"('soil',)",kilogram,Thionazin,C8H13N2O3PS,248.24,2.117841791604958e-15,"{'C': 0.3870770222365452, 'H': 0.0527876248791492, 'N': 0.11285046728971962, 'O': 0.193349178214631, 'P': 0.12477441185949081, 'S': 0.12916935223976794}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'b2dc8668-86de-4207-b20e-dc81dea63c98')",Antimony ion,"('water',)",kilogram,Antimony,Sb,121.76,2.1834077210692158e-11,{'Sb': 1.0},1.0,dissipation
"('ecoinvent-3.12-biosphere', 'd689f35b-5ebf-4b87-bb12-c4e316219275')",Maneb,"('soil', 'agricultural')",kilogram,Maneb,C4H6MnN2S4,265.3,1.3429075434148342e-14,"{'C': 0.1810931021485111, 'H': 0.02279683377308707, 'Mn': 0.20707877874104788, 'N': 0.10559366754617414, 'S': 0.4834526950621937}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'b04e19b4-bb6a-553d-b199-702e050b8e7b')",Leptophos,"('air',)",kilogram,Leptophos,C13H10BrCl2O2PS,412.1,1.275741437389019e-15,"{'C': 0.37889589905362775, 'H': 0.02446008250424654, 'Br': 0.19389468575588448, 'Cl': 0.17206017956806602, 'O': 0.07764620237806358, 'P': 0.0751613685998544, 'S': 0.07780878427566124}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '7eaa5903-b9d3-5554-9155-e6514012ee2f')",Etrimfos,"('water',)",kilogram,Etrimfos,C10H17N2O4PS,292.29,1.7986692885422515e-15,"{'C': 0.41092750350679114, 'H': 0.05862670635327927, 'N': 0.09584316945499331, 'O': 0.21894693626193162, 'P': 0.10597009819015361, 'S': 0.10970269253139005}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '0f14c14f-27a2-582a-9888-a1091e17ed35')",Edifenphos,"('air', 'non-urban air or from high stacks')",kilogram,Edifenphos,C14H15O2PS2,310.4,1.6937275977706663e-15,"{'C': 0.5417332474226805, 'H': 0.048711340206185574, 'O': 0.10308634020618558, 'P': 0.09978737113402063, 'S': 0.20660438144329896}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '9b84ef84-a567-48de-8dd5-24726bc6688d')",Dibutyltin,"('water', 'ocean')",kilogram,Dibutyltin,C8H20Sn,234.95,6.704033170277257e-14,"{'C': 0.4089721217280272, 'H': 0.08580549052989998, 'Sn': 0.5052564375399021}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'a1dbf234-74c3-5e45-86e8-a4938bae48e8')",Isocarbophos,"('water',)",kilogram,Isocarbophos,C11H16NO4PS,289.29,1.8173218789035734e-15,"{'C': 0.4567078018597254, 'H': 0.05575028518096028, 'N': 0.0484185419475267, 'O': 0.221217463444986, 'P': 0.10706903107608282, 'S': 0.11084033322963115}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'c26d4716-ce1e-43da-a662-cd9498b1e8bc')",Molybdenum VI,"('air', 'urban air close to ground')",kilogram,Molybdenum,Mo,95.95,1.6532043483883647e-13,{'Mo': 1.0},1.0,dissipation
"('ecoinvent-3.12-biosphere', '0132e733-2871-58fb-ad48-c1b12e44d917')",Naled,"('water',)",kilogram,Naled,C4H7Br2Cl2O4P,380.78,1.3806740016492852e-15,"{'C': 0.12617259309837703, 'H': 0.018530384999212144, 'Br': 0.41968590787331267, 'Cl': 0.18621251116130053, 'O': 0.16806554966122172, 'P': 0.0813435579599769}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '0ff15165-d761-48c9-9814-2d1dcdd56857')",Lead II,"('water', 'ground-, long-term')",kilogram,Lead,Pb,207.0,1.1855254708054448e-13,{'Pb': 1.0},1.0,dissipation
"('ecoinvent-3.12-biosphere', 'cefa3637-739c-5e9f-99a6-2456e6a44772')",Phosphoric acid,"('water',)",kilogram,Phosphoric acid,H3O4P,97.995,5.3648966411349025e-15,"{'H': 0.030858717281493954, 'O': 0.6530537272309812, 'P': 0.31607735088524924}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '8ec83662-7c2b-4452-8acf-95a0bb94233c')",Chromium VI,"('soil', 'agricultural')",kilogram,Chromium,Cr,51.996,3.1278613038877847e-13,{'Cr': 1.0},1.0,dissipation
"('ecoinvent-3.12-biosphere', 'ff78615e-7a40-56c5-b9d0-cec8299dde93')",Metapa,"('soil',)",kilogram,Metapa,C9H18N3OP,215.23,2.442656908182014e-15,"{'C': 0.5022487571435209, 'H': 0.08430051572736143, 'N': 0.19523765274357666, 'O': 0.07433443293221206, 'P': 0.14391116480044605}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '85057828-88a2-5a70-97e0-6c620859b1e1')",Pirimiphos methyl,"('soil',)",kilogram,Pirimiphos methyl,C11H20N3O3PS,305.34,1.721795527438314e-15,"{'C': 0.4327012510643872, 'H': 0.06602475928473178, 'N': 0.13762035763411282, 'O': 0.15719198270780116, 'P': 0.10144101657169058, 'S': 0.10501408266195061}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '1374057c-1127-5c0e-94b5-0c2177a24832')",Aluminium phosphide,"('air', 'non-urban air or from high stacks')",kilogram,Aluminium phosphide,AlP,57.9553,3.897248210843503e-14,"{'Al': 0.46556570322300117, 'P': 0.534446375051117}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '175d5bf3-0df4-5989-b2e7-f361739382ed')",Fentin acetate,"('soil',)",kilogram,Fentin acetate,C20H18O2Sn,409.1,3.8501896684347134e-14,"{'C': 0.587191395746761, 'H': 0.04435101442190173, 'O': 0.07821559520899535, 'Sn': 0.2901735516988511}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '28627fc0-4db3-5474-96a0-b608e526b77d')",Triazophos,"('soil',)",kilogram,Triazophos,C12H16N3O3PS,313.31,1.6779963816923008e-15,"{'C': 0.4600300022342089, 'H': 0.05147617375762025, 'N': 0.13411956209504963, 'O': 0.153193322907025, 'P': 0.09886055344546935, 'S': 0.10234272764993137}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '162f18c3-3dc4-53bc-bf01-9048629e8bec')",Heptenophos,"('water',)",kilogram,Heptenophos,C9H12ClO4P,250.61,2.0978135204022775e-15,"{'C': 0.43134352180679136, 'H': 0.0482662303978293, 'Cl': 0.14146682095686525, 'O': 0.25536091935676947, 'P': 0.123594429591796}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '3ea5684a-6d64-4f96-8c09-1d90f997c9d4')",Antimony ion,"('air', 'urban air close to ground')",kilogram,Antimony,Sb,121.76,2.1834077210692158e-11,{'Sb': 1.0},1.0,dissipation
"('ecoinvent-3.12-biosphere', '870199de-477c-5e76-aa73-e2e5048a9b26')",Copper sulfate,"('soil', 'agricultural')",kilogram,Copper sulfate,CuO4S,159.61,4.901985393152463e-15,"{'Cu': 0.39813294906334185, 'O': 0.4009523212831276, 'S': 0.2008959338387319}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '31c4d160-b21e-41b3-b9c1-3d7a72377653')",Lead II,"('water',)",kilogram,Lead,Pb,207.0,1.1855254708054448e-13,{'Pb': 1.0},1.0,dissipation
"('ecoinvent-3.12-biosphere', '788dfd07-64a2-5b87-9bcc-cac244b72e03')",Thionazin,"('air', 'non-urban air or from high stacks')",kilogram,Thionazin,C8H13N2O3PS,248.24,2.117841791604958e-15,"{'C': 0.3870770222365452, 'H': 0.0527876248791492, 'N': 0.11285046728971962, 'O': 0.193349178214631, 'P': 0.12477441185949081, 'S': 0.12916935223976794}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '876d4bb6-badc-4d04-a193-71b68e908737')",Ethephon,"('air', 'non-urban air or from high stacks')",kilogram,Ethephon,C2H6ClO3P,144.49,3.638542780455497e-15,"{'C': 0.16625371998062147, 'H': 0.04185756799778531, 'Cl': 0.245366461346806, 'O': 0.33218215793480516, 'P': 0.2143677763167001}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '00151a4b-d40d-5fc0-96d1-bec858af448e')",Phosalone,"('soil', 'forestry')",kilogram,Phosalone,C12H15ClNO4PS2,367.8,1.429399255976114e-15,"{'C': 0.39187601957585644, 'H': 0.04110929853181077, 'Cl': 0.0963920609026645, 'N': 0.0380831973898858, 'O': 0.17399673735725937, 'P': 0.0842142468733007, 'S': 0.17436106579662858}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '835d0907-a668-4d92-b6b6-7b56fa343713')",Manganese II,"('water', 'ground-, long-term')",kilogram,Manganese,Mn,54.93804,6.485008032108113e-14,{'Mn': 1.0},1.0,dissipation
"('ecoinvent-3.12-biosphere', 'c70d7501-b022-5459-a8b5-dea60d3655e6')",Rabon,"('soil', 'agricultural')",kilogram,Rabon,C10H9Cl4O4P,366.0,1.436429088382554e-15,"{'C': 0.3281693989071038, 'H': 0.024786885245901637, 'Cl': 0.38746448087431695, 'O': 0.17485245901639346, 'P': 0.08462841530054645}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'e43a270f-4f88-4789-a0b8-7aba56677743')",Nickel II,"('air', 'urban air close to ground')",kilogram,Nickel,Ni,58.693,9.066741688482605e-14,{'Ni': 1.0},1.0,dissipation
"('ecoinvent-3.12-biosphere', '64a408f9-a93b-47c8-863e-3e239fb1b118')",Sodium dichromate,"('air', 'low population density, long-term')",kilogram,Sodium dichromate,Cr2Na2O7,261.97,1.2416404653735104e-13,"{'Cr': 0.39696148413940524, 'Na': 0.17551628049013243, 'O': 0.42750314921555904}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'e7d1072e-68ab-4fb4-b141-feb865e3082d')",Parathion,"('soil', 'agricultural')",kilogram,Parathion,C10H14NO5PS,291.26,1.8050300293483994e-15,"{'C': 0.41238069079173245, 'H': 0.04845155531140562, 'N': 0.04809105266771956, 'O': 0.2746515141111035, 'P': 0.10634484652887455, 'S': 0.1100906406646982}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '10b6263e-a2f6-5ad9-8e1f-fcd1b9e5ac63')",Tepp,"('soil', 'forestry')",kilogram,Tepp,C8H20O7P2,290.19,3.623371214363105e-15,"{'C': 0.3311209896964058, 'H': 0.06947172542127572, 'O': 0.38592990799131605, 'P': 0.2134739308728764}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'c59e0bfa-0b26-5b3e-b775-128b9c343741')",Fosamine ammonium,"('air', 'non-urban air or from high stacks')",kilogram,Fosamine ammonium,C3H11N2O4P,170.1,3.090729255426307e-15,"{'C': 0.21183421516754852, 'H': 0.0651851851851852, 'N': 0.16469135802469137, 'O': 0.37622574955908294, 'P': 0.182092886537331}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '4fa7ccb7-32bd-5f51-a7ac-c93f6ecec879')",Tebupirimfos,"('air',)",kilogram,Tebupirimfos,C13H23N2O3PS,318.37,1.6513272178534873e-15,"{'C': 0.4904450796243365, 'H': 0.07282093162044162, 'N': 0.08799195904136696, 'O': 0.15075855137104627, 'P': 0.09728931746081602, 'S': 0.10071614787825485}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'ddab6ad7-a6b2-5c5d-ac7b-bf3dc00b0c62')",Formothion,"('soil', 'agricultural')",kilogram,Formothion,C6H12NO4PS2,257.3,2.04326873823558e-15,"{'C': 0.2800855033035367, 'H': 0.047011270890011655, 'N': 0.05443839875631558, 'O': 0.24872133696074622, 'P': 0.12038087835211815, 'S': 0.2492421298095608}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '4dc1d6fa-9d8e-5d33-abaa-33066283c81c')",Methyl parathion,"('water',)",kilogram,Methyl parathion,C8H10NO5PS,263.21,1.997390092884065e-15,"{'C': 0.36506211770069524, 'H': 0.03829641730937275, 'N': 0.053216063219482544, 'O': 0.30392082367691203, 'P': 0.11767789977584439, 'S': 0.12182287906994416}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '72a2f6b5-6ef7-5346-a813-634c680f9618')",Monocrotophos,"('water',)",kilogram,Monocrotophos,C7H14NO5P,223.16,2.355856992059575e-15,"{'C': 0.37675658720200755, 'H': 0.06323713927227102, 'N': 0.06276662484316185, 'O': 0.35846477863416387, 'P': 0.13879727549740098}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '9c530cc7-ff55-5883-9f58-d5602d6bf09f')",Etrimfos,"('air', 'non-urban air or from high stacks')",kilogram,Etrimfos,C10H17N2O4PS,292.29,1.7986692885422515e-15,"{'C': 0.41092750350679114, 'H': 0.05862670635327927, 'N': 0.09584316945499331, 'O': 0.21894693626193162, 'P': 0.10597009819015361, 'S': 0.10970269253139005}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '73ed3f14-c5c0-5c0c-846c-f96abc8493a4')",Phenkapton,"('water', 'surface water')",kilogram,Phenkapton,C11H15Cl2O2PS3,377.3,1.393408551147667e-15,"{'C': 0.35017492711370257, 'H': 0.04007421150278293, 'Cl': 0.18793002915451895, 'O': 0.08480784521600848, 'P': 0.08209382454280413, 'S': 0.2549562682215743}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '19b6d693-a698-5d81-a653-2ecee20ca877')",Vamidothion,"('air', 'non-urban air or from high stacks')",kilogram,Vamidothion,C8H18NO4PS2,287.3,1.829909663585154e-15,"{'C': 0.33445179255134005, 'H': 0.06315349808562477, 'N': 0.04875391576749043, 'O': 0.22274973894883396, 'P': 0.10781065088757397, 'S': 0.2232161503654716}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '383ae2ab-4d6e-54c9-abcb-6aa59c87aa75')",Sulprofos,"('soil',)",kilogram,Sulprofos,C12H19O2PS3,322.5,1.6301799886760147e-15,"{'C': 0.44692093023255813, 'H': 0.05938604651162791, 'O': 0.09921860465116279, 'P': 0.09604341085271317, 'S': 0.29827906976744184}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '6e60b3b8-f477-508f-9d16-f9fb406cd1d6')",Ethoprop,"('air', 'non-urban air or from high stacks')",kilogram,Ethoprop,C8H19O2PS2,242.3,2.1697608186050957e-15,"{'C': 0.3965662401981015, 'H': 0.07904250928600907, 'O': 0.13205943045810978, 'P': 0.1278332645480809, 'S': 0.2646718943458522}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '870ca271-dedf-5701-a5e2-0f9cf4d036c0')",Copper(II) chloride,"('water',)",kilogram,Copper(II) chloride,Cl2Cu,134.45,5.819307464492859e-15,"{'Cl': 0.5273782075120864, 'Cu': 0.4726366679062849}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'd6f185f5-461d-5a26-9c41-df00b4d85454')",Rabon,"('soil',)",kilogram,Rabon,C10H9Cl4O4P,366.0,1.436429088382554e-15,"{'C': 0.3281693989071038, 'H': 0.024786885245901637, 'Cl': 0.38746448087431695, 'O': 0.17485245901639346, 'P': 0.08462841530054645}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '381a22c9-3722-4378-810d-86958f7b6d32')",Cobalt II,"('soil', 'industrial')",kilogram,Cobalt,Co,58.93319,1.9447495148453946e-12,{'Co': 1.0},1.0,dissipation
"('ecoinvent-3.12-biosphere', '56a22808-749a-5fdc-b1d1-5fdad7fe44eb')",Copper(I) oxide,"('soil', 'forestry')",kilogram,Copper(I) oxide,Cu2O,143.09,1.0935856993515477e-14,"{'Cu': 0.8881962401285903, 'O': 0.11181074847997764}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '48ca9380-bf07-5ac0-8e01-3ea753486944')",Demeton-S-methyl,"('soil', 'forestry')",kilogram,Demeton-S-methyl,C6H15O3PS2,230.3,2.2828182646461775e-15,"{'C': 0.31292227529309596, 'H': 0.06565349544072949, 'O': 0.20841076856274424, 'P': 0.13449413808076421, 'S': 0.2784628745115067}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'fb90bcb8-7ea7-5acb-b0e3-e1b39edd3acd')",Fospirate,"('air', 'non-urban air or from high stacks')",kilogram,Fospirate,C7H7Cl3NO4P,306.5,1.7152791071713368e-15,"{'C': 0.2743132137030995, 'H': 0.02302120717781403, 'Cl': 0.3470114192495922, 'N': 0.04569983686786297, 'O': 0.20879608482871126, 'P': 0.10105709624796085}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '8f7a8f72-2b8e-5ee1-b93e-84c4d08416ed')",Pirimiphos-ethyl,"('water',)",kilogram,Pirimiphos-ethyl,C13H24N3O3PS,333.39,1.5769310607637146e-15,"{'C': 0.4683493806052971, 'H': 0.0725636641770899, 'N': 0.12604157293260146, 'O': 0.1439665256906326, 'P': 0.09290620594498936, 'S': 0.09617864962956298}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '39d92ee0-889e-5d07-88c5-c54b5fdca76e')",Aluminium phosphide,"('soil',)",kilogram,Aluminium phosphide,AlP,57.9553,3.897248210843503e-14,"{'Al': 0.46556570322300117, 'P': 0.534446375051117}",1.0,dissipation
"('ecoinvent-3.12-biosphere', 'e1cbeb03-b315-5d88-a837-3a310930a752')",Carbophenothion,"('air', 'non-urban air or from high stacks')",kilogram,Carbophenothion,C11H16ClO2PS3,342.9,1.533196402298089e-15,"{'C': 0.38530475357247007, 'H': 0.04703412073490814, 'Cl': 0.10339165937591135, 'O': 0.09331583552055994, 'P': 0.09032954214056577, 'S': 0.2805336832895888}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '3cbd115a-fb83-55bc-8e3a-9569979a64a5')",Parathion,"('water', 'surface water')",kilogram,Parathion,C10H14NO5PS,291.26,1.8050300293483994e-15,"{'C': 0.41238069079173245, 'H': 0.04845155531140562, 'N': 0.04809105266771956, 'O': 0.2746515141111035, 'P': 0.10634484652887455, 'S': 0.1100906406646982}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '053251df-67a4-59b0-b576-ceb61b2968b0')",Mevinfos,"('soil',)",kilogram,Mevinfos,C7H13O6P,224.15,2.3454519132188924e-15,"{'C': 0.3750925719384341, 'H': 0.05846085210796341, 'O': 0.4282578630381441, 'P': 0.13818425161722062}",1.0,dissipation
"('ecoinvent-3.12-biosphere', '93537e66-0951-5262-93c0-8be63fc7eb08')",Ethoprop,"('soil', 'forestry')",kilogram,Ethoprop,C8H19O2PS2,242.3,2.1697608186050957e-15,"{'C': 0.3965662401981015, 'H': 0.07904250928600907, 'O': 0.13205943045810978, 'P': 0.1278332645480809, 'S': 0.2646718943458522}",1.0,dissipation
